stop_transit_point_key,stopName,stop_latitude,stop_longitude
35760,WB RIVER RD AT MILLAR RD,49.18228,"-122.90729"
35761,SB HOLDOM AV AT HASTINGS ST,49.27997,"-122.98102"
35762,WB SAINT JOHNS ST AT MORAY ST,49.27677,"-122.83588"
35763,EB MT SEYMOUR PKY AT SEYMOUR BLVD,49.31114,"-123.02045"
35764,WB RIVER RD AT HUSTON RD,49.14548,"-123.00329"
35769,WB RIVER RD AT HUSTON RD,49.14471,"-123.00397"
3577,WB VICTORIA DR AT TORONTO ST,49.2858,"-122.75294"
35776,EB E 41 AV AT VICTORIA DR,49.23256,"-123.06597"
35777,SCOTT ROAD STN BAY 1,49.20432,"-122.87567"
35778,NB RENFREW ST AT E 3 AV,49.26794,"-123.0441"
35779,SB JOHNSON ST AT PANORAMA DR,49.29912,"-122.80088"
35780,SCOTT ROAD STN BAY 2,49.2044,"-122.87513"
35783,WB ROBSON DR AT PINETREE WAY,49.29899,"-122.78761"
35784,WB ROBSON DR AT MADRONA PL,49.30033,"-122.79178"
35785,NB PINETREE WAY AT SILVER SPRINGS BLVD,49.29472,"-122.7887"
35786,EB 60 AV AT 124 ST,49.11173,"-122.87867"
35789,NB RENFREW ST AT E 3 AV,49.26737,"-123.0441"
3579,WB GREENMOUNT AT COAST MERIDIAN RD,49.28437,"-122.75647"
35790,WB RIVER RD AT CENTRE ST,49.15757,"-122.93974"
35791,NB 124 ST AT 60 AV,49.11152,"-122.879"
35792,EB OXFORD CONNECTOR AT OXFORD ST,49.26392,"-122.76881"
35793,NB BURRARD ST AT PACIFIC ST,49.27722,"-123.13178"
35794,WB SAINT JOHNS ST AT WILLIAMS ST,49.27676,"-122.84667"
35799,SB 196 ST AT FRASER HWY,49.11341,"-122.68006"
358,NB DUNBAR ST AT W 41 AV,49.23512,"-123.18523"
35800,SURREY CENTRAL STN BAY 5A,49.18946,"-122.8497"
35804,SB HILLCREST ST AT FOSTER AV,49.25576,"-122.83544"
35805,WB UNIVERSITY DR W AT W CAMPUS RD,49.28123,"-122.92827"
35806,WB HASTINGS ST AT ALPHA AV,49.28109,"-123.00074"
35807,SB 128 ST AT 9400 BLOCK,49.17432,"-122.86813"
35808,SB TRATTLE ST AT 9000 BLOCK,49.16808,"-122.58879"
35811,SB 128 ST AT 7000 BLOCK,49.1315,"-122.86796"
35814,WB WESTMINSTER HWY AT GILLEY RD,49.17655,"-122.96895"
35815,SB 128 ST AT 7000 BLOCK-,49.13112,"-122.86796"
3582,SB SHAUGHNESSY ST AT PARKLAND PL,49.28882,"-122.76724"
35821,NB BURRARD ST AT PACIFIC ST,49.27722,"-123.13178"
35822,EB MT SEYMOUR PKY AT SEYMOUR BLVD,49.31114,"-123.02045"
35825,EB PANORAMA DR AT 2900 BLOCK,49.29873,"-122.80396"
35829,SB SCOTT RD AT TANNERY RD,49.19347,"-122.88946"
3583,EB COQUITLAM AV AT WELLINGTON ST,49.2673,"-122.76116"
35830,NB 152 ST AT COLEBROOK RD,49.09769,"-122.80057"
35831,NB SCOTT RD AT 104 AV,49.19437,"-122.88786"
35837,EB W QUEENS RD AT BEWICKE AV,49.33651,"-123.09128"
35838,WB W QUEENS RD AT DEL RIO DR,49.33663,"-123.0926"
35839,SB TRATTLE ST AT 9100 BLOCK,49.16808,"-122.58879"
3584,WB LINCOLN AV AT WESTWOOD ST,49.27915,"-122.79107"
35844,SB CLARENDON ST AT E 33 AV,49.23944,"-123.05553"
35845,EB QUEENS AV AT 27 ST,49.34369,"-123.18853"
35847,NB OAK ST AT W 27 AV,49.2475,"-123.12748"
35848,EB PACIFIC ST AT RICHARDS ST,49.27352,"-123.12731"
35849,EB W PENDER ST AT GRANVILLE ST,49.28479,"-123.11523"
35850,WB W PENDER ST AT ABBOTT ST,49.28129,"-123.10821"
35851,NB MAIN ST AT E 43 AV,49.23145,"-123.1013"
35852,NB CAMBIE ST AT W 8 AV,49.2638,"-123.11463"
35853,EB ROBSON ST AT BURRARD ST,49.28295,"-123.12241"
35854,WB ROBSON ST AT HORNBY ST,49.28291,"-123.12203"
35855,NB DUNBAR DIVERSION AT W 14 AV,49.26012,"-123.18421"
35856,SB OAK ST AT 5600 BLOCK,49.23488,"-123.12818"
35857,SB DUNBAR DIVERSION AT W 14 AV,49.25998,"-123.18437"
35858,SB VICTORIA DIVERSION AT COMMERCIAL ST,49.25386,"-123.06759"
35859,SB VICTORIA DR AT VICTORIA DIVERSION,49.25272,"-123.0661"
3586,SB COAST MERIDIAN RD AT SALISBURY,49.2721,"-122.75624"
35860,SB BOYD DIVERSION AT E 22 AV,49.25032,"-123.04401"
35861,SB CLARENDON ST AT E 34 AV,49.23862,"-123.05553"
35862,SB CLARENDON ST AT E 40 AV,49.23349,"-123.05561"
35863,NB BOYD DIVERSION AT NOOTKA ST,49.24958,"-123.04207"
35864,NB BOYD DIVERSION AT E 22 AV,49.25025,"-123.04362"
35865,NB RENFREW ST AT HEBB AV,49.25946,"-123.0441"
35866,SB ARBUTUS ST AT W 49 AV,49.22677,"-123.15527"
35867,EB W 51 AV AT ARBUTUS ST,49.22491,"-123.15467"
35868,EB W 64 AV AT EAST BLVD,49.21318,"-123.14629"
35869,EB KINGSWAY AT E 13 AV,49.25894,"-123.09542"
3587,EB W QUEENS RD AT LARSON RD,49.3365,"-123.08397"
35870,EB KINGSWAY AT CAROLINA ST,49.25741,"-123.09237"
35871,NB VICTORIA DIVERSION AT VICTORIA DR,49.25327,"-123.06657"
35872,NB COMMERCIAL DR AT E 12 AV,49.25994,"-123.06967"
35873,NB COMMERCIAL DIVERSION AT VENABLES ST,49.27701,"-123.06943"
35874,SB COMMERCIAL DIVERSION AT ADANAC ST,49.27732,"-123.06988"
35875,EB TERMINAL AV AT THORNTON ST,49.27161,"-123.09394"
35876,EB TERMINAL AV AT BEGG ST,49.27046,"-123.08703"
35877,SB CLARK DR AT E 14 AV,49.25794,"-123.0774"
35878,NB CLARK DR AT E 11 AV,49.26026,"-123.07734"
35879,SB FRASER ST AT E 63 AV,49.21274,"-123.09118"
3588,EB GUILDFORD WAY AT PACIFIC ST,49.2851,"-122.79741"
35880,SB FRONTENAC ST AT HENNEPIN AV,49.22187,"-123.0265"
35881,WB ARBOR AV AT BOUNDARY RD,49.21752,"-123.02433"
35882,SB MATHESON CRES AT BORHAM CRES,49.21616,"-123.02524"
35883,SB MATHESON CRES AT RAINTREE COURT,49.21437,"-123.02564"
35884,EB W KING EDWARD AV AT MARGUERITE ST,49.24935,"-123.14425"
35885,EB E 22 AV AT BOYD DIVERSION,49.25055,"-123.04347"
35886,WB E KING EDWARD AT PRINCE EDWARD ST,49.24878,"-123.09712"
35887,NB CASSIAR CONNECTOR AT 100 BLOCK,49.28325,"-123.03127"
35888,WB W KING EDWARD AV AT MARGUERITE ST,49.24965,"-123.14509"
35889,NB WESBROOK MALL AT 2900 BLOCK,49.25877,"-123.23877"
3589,WB LOUGHEED HWY AT OXFORD ST,49.26409,"-122.76795"
35890,SB BOUNDARY RD AT REGENT ST,49.25913,"-123.02386"
35891,WB SW MARINE DR AT MANITOBA ST,49.21221,"-123.1104"
35892,SB KERR ST AT E 48 AV,49.22532,"-123.04114"
35893,NB NW MARINE DR AT BELMONT AV,49.27406,"-123.20559"
35894,NB MATHESON CRES AT RAINTREE COURT,49.21424,"-123.02546"
35895,EB W 49 AV AT ARBUTUS ST,49.2271,"-123.15547"
35896,WB LAMEY'S MILL RD AT SITKA SQUARE,49.26645,"-123.12934"
35897,WB LAMEY'S MILL RD AT 1300 BLOCK,49.26733,"-123.13442"
35898,WB LAMEY'S MILL RD AT ALDER CROSSING,49.26683,"-123.13252"
35899,EB LAMEY'S MILL RD AT FOUNTAIN WAY COURT,49.26743,"-123.13514"
359,NB GRANVILLE ST AT W BROADWAY,49.26416,"-123.1384"
3590,COQUITLAM CENTRAL STN BAY 10,49.27547,"-122.79872"
35900,EB LAMEY'S MILL RD AT SITKA SQUARE,49.26632,"-123.1287"
35901,RICHMOND-BRIGHOUSE STN BAY 5A,49.16658,"-123.13503"
35902,WB LOUGHEED HWY AT BOUNDARY LOOP,49.26524,"-123.02541"
35903,WB AGNES ST AT SAINT MARYS ST,49.20826,"-122.9037"
35904,WB 56 AV AT LANDMARK WAY,49.10451,"-122.68609"
35905,RICHMOND-BRIGHOUSE STN BAY 6,49.16645,"-123.13579"
35906,RICHMOND-BRIGHOUSE STN BAY 5,49.16658,"-123.13552"
35907,RICHMOND-BRIGHOUSE STN BAY 1,49.16705,"-123.13639"
35908,RICHMOND-BRIGHOUSE STN BAY 7,49.16571,"-123.13671"
35909,RICHMOND-BRIGHOUSE STN BAY 2,49.1681,"-123.13639"
3591,NB WELLINGTON ST AT WELLINGTON CRT,49.28806,"-122.76147"
35910,NB 240 ST AT FRASER HWY,49.07496,"-122.55909"
35911,NB 240 ST AT 4200 BLOCK,49.07858,"-122.55905"
35912,NB 240 ST AT ROBERTSON CRES,49.08447,"-122.55902"
35913,NB 240 ST AT 48 AV,49.0896,"-122.55905"
35914,NB 240 ST AT 49A AV,49.09208,"-122.55906"
35915,NB 240 ST AT 52 AV,49.097,"-122.55908"
35916,NB 240 ST AT 54 AV,49.10059,"-122.55911"
35917,EB 56 AV AT 240 ST,49.10402,"-122.55834"
35918,EB 56 AV AT 24700 BLOCK,49.10396,"-122.53987"
35919,SB 248 ST AT 55B AV,49.10322,"-122.53714"
3592,WB COQUITLAM AV AT WELLINGTON ST,49.26745,"-122.762"
35920,SB 248 ST AT 54 AV,49.09962,"-122.53711"
35921,SB 248 ST AT 52 AV,49.09637,"-122.53708"
35922,SB 248 ST AT 50 AV,49.09269,"-122.53713"
35923,SB 248 ST AT 48 AV,49.08906,"-122.53714"
35924,SB 248 ST AT SADDLEHORN CRES,49.08368,"-122.53702"
35925,SB 248 ST AT 44 AV,49.08147,"-122.53694"
35926,SB 248 ST AT ROBERTSON  CRES,49.07887,"-122.53696"
35927,SB 248 ST AT 40 AV,49.07423,"-122.537"
35928,SB 248 ST AT FRASER HWY,49.06991,"-122.53702"
35929,NB 248 ST AT FRASER HWY,49.07001,"-122.53683"
35930,NB 248 ST AT 40 AV,49.07468,"-122.53684"
35931,NB 248 ST AT ROBERTSON CRES,49.07971,"-122.53681"
35932,NB 248 ST AT 44 AV,49.08204,"-122.53681"
35933,NB 248 ST AT SADDLEHORN DR,49.08382,"-122.53685"
35934,NB 248 ST AT 48 AV,49.08883,"-122.537"
35935,NB 248 ST AT 50 AV,49.09323,"-122.53695"
35936,NB 248 ST AT 52 AV,49.0969,"-122.53692"
35937,NB 248 ST AT 54 AV,49.10055,"-122.53695"
35938,NB 248 ST AT 56 AV,49.10343,"-122.53698"
35939,WB 56 AV AT 24600 BLOCK,49.1041,"-122.53999"
3594,SB PINETREE WAY AT GUILDFORD WAY,49.28558,"-122.79223"
35940,SB 240 ST AT 56 AV,49.10364,"-122.55929"
35941,SB 240 ST AT 54 AV,49.09998,"-122.55925"
35942,SB 240 ST AT 52 AV,49.09644,"-122.55921"
35943,SB 240 ST AT 49A AV,49.09122,"-122.5592"
35944,SB 240 ST AT 48 AV,49.08907,"-122.55919"
35945,SB 240 ST AT ROBERTSON CRES,49.08384,"-122.55917"
35946,SB 240 ST AT 4200 BLOCK,49.07941,"-122.55917"
35947,EB SE MARINE DR AT 2600 BLOCK,49.2072,"-123.05333"
35948,EB ROBSON ST AT HOWE ST,49.28169,"-123.12047"
35949,WB W CORDOVA ST AT GRANVILLE ST,49.28589,"-123.11247"
3595,EB GLEN DR AT PINETREE WAY,49.28258,"-122.7927"
35950,RICHMOND-BRIGHOUSE STN BAY 6A,49.16644,"-123.13506"
35951,WB TERMINAL AV AT 300 BLOCK,49.27236,"-123.09663"
35952,SB RENFREW ST AT E 12 AV,49.25902,"-123.04443"
35955,NB WESBROOK MALL AT 2100 BLOCK,49.26476,"-123.24394"
35956,RICHMOND-BRIGHOUSE STN BAY 4A,49.16843,"-123.13668"
35957,WB 56 AV AT PRODUCTION BLVD,49.10448,"-122.68312"
35958,EB PACIFIC BLVD AT BOATHOUSE MEWS,49.2742,"-123.11763"
35959,EB PACIFIC BLVD AT MARINASIDE CRES,49.27421,"-123.11444"
3596,EB GLEN DR AT WESTWOOD ST,49.28258,"-122.78992"
35960,SB HUDSON ST AT SW MARINE DR,49.20276,"-123.13491"
35961,UBC LOOP BAY 15,49.26875,"-123.24874"
35962,SB WEST MALL AT HAWTHORN LANE,49.25766,"-123.24999"
35963,SB WESBROOK MALL AT IONA DR,49.27167,"-123.24827"
35964,SB WESBROOK MALL AT UNIVERSITY BLVD,49.2657,"-123.24514"
35965,WB STADIUM RD AT WEST MALL,49.25498,"-123.24892"
35966,WB EXPO BLVD AT ABBOTT ST,49.27879,"-123.10801"
35967,EB W BROADWAY AT ARBUTUS ST,49.2637,"-123.152"
35968,EB W 6 AV AT ALDER CROSSING,49.26602,"-123.13176"
3597,EB E KEITH RD AT MOODY AV,49.31345,"-123.05972"
35971,RICHMOND-BRIGHOUSE STN BAY 3,49.16851,"-123.13638"
35972,WB WALTER GAGE RD AT 6000 BLOCK,49.26977,"-123.25112"
35973,RICHMOND-BRIGHOUSE STN BAY 4,49.16874,"-123.13539"
35974,EB WALTER GAGE RD AT 6000 BLOCK,49.26974,"-123.25095"
35975,WB E 33 AV AT FLEMING ST,49.2402,"-123.0718"
35976,WB ACCESS RD AT MUSEUM OF ANTHROPOLOGY,49.26927,"-123.25849"
35977,SB WEST MALL AT NW MARINE DR,49.26811,"-123.25849"
35978,NB CLARENDON ST AT E 33 AV,49.23951,"-123.05537"
35979,WB DAVID AV AT LANSDOWNE DR,49.29456,"-122.81377"
3598,NB PIPELINE RD AT GUILDFORD WAY,49.2861,"-122.78437"
35980,EB DAVID AV AT JOHNSON ST,49.29492,"-122.80322"
35981,WB DAVID AV AT JOHNSON ST,49.29524,"-122.80279"
35982,WB 54 AV AT PRODUCTION BLVD,49.10022,"-122.68283"
35983,SB 196 ST AT 56 AV,49.10367,"-122.68007"
35984,WB 54 AV AT 192 ST,49.10128,"-122.69013"
35985,EB DAVID AV AT LANSDOWNE DR,49.29429,"-122.81261"
35988,WB UNIVERSITY BLVD AT ALLISON RD,49.26684,"-123.24331"
35989,WB MARINE DR AT BISHOP RD,49.02671,"-122.83027"
3599,NB WESTVIEW DR AT W 23 ST,49.33023,"-123.08807"
35990,EB MARINE DR AT BISHOP RD,49.02662,"-122.83026"
35991,SB NO. 1 RD AT WESTMINSTER HWY,49.16967,"-123.18131"
35992,SB NO. 5 RD AT 8400 BLOCK,49.15052,"-123.09192"
35993,NB NO. 5 RD AT 8400 BLOCK,49.15091,"-123.0917"
35994,EB MARINE DR AT MAGDALEN CRES,49.02543,"-122.82227"
35997,EB SAINT JOHNS ST AT ALBERT ST,49.27654,"-122.86588"
35998,WB MARINE DR AT KERFOOT RD,49.02632,"-122.82596"
36,WB KINGSWAY AT KNIGHT ST,49.25051,"-123.07658"
360,NB DUNBAR ST AT W 38 AV,49.23811,"-123.18518"
3600,EB DUNKIRK AV AT GALIANO ST,49.28743,"-122.77924"
36001,WB MARINE DR AT MAGDALEN CRES,49.02586,"-122.82344"
36002,EB MARINE DR AT MAGDALEN CRES,49.02605,"-122.82479"
36003,NB MAIN ST AT E KING EDWARD AV,49.24912,"-123.10089"
36004,SB CLARKE RD AT COMO LAKE AV,49.2628,"-122.88862"
36005,FLAGSTOP WB MARINE DR AT 28 ST,49.33703,"-123.19071"
36008,UBC LOOP BAY 3 UNLOADING ONLY,49.26793,"-123.24758"
3601,EB DUNKIRK AV AT HORNBY ST,49.28822,"-122.77652"
36011,FLAGSTOP NB 27 ST AT 2000 BLOCK,49.34351,"-123.18888"
36012,FLAGSTOP EB QUEENS AV AT 2000 BLOCK,49.34179,"-123.16721"
36013,SB 196 ST AT FRASER HWY,49.11341,"-122.68006"
36014,NB MAIN ST AT E 26 AV,49.24807,"-123.10095"
36016,EB QUEENS AV AT 21 ST,49.34182,"-123.16867"
36017,EB ROBSON ST AT BURRARD ST,49.28295,"-123.12241"
36018,WB ROBSON ST AT HORNBY ST,49.28291,"-123.12203"
36019,NB E COLUMBIA ST AT ALBERTA ST,49.22341,"-122.89281"
3602,NB PIPELINE RD AT GLEN DR,49.28286,"-122.78593"
36020,SB JOHNSON ST AT PANORAMA DR,49.29912,"-122.80088"
36021,EB EWEN AV AT JARDINE ST,49.1851,"-122.94932"
36022,COMMERCIAL-BROADWAY STATION PLATFORM 4,49.26231,"-123.06917"
36023,COMMERCIAL-BROADWAY STATION PLATFORM 3,49.26231,"-123.06907"
36024,EB ROBSON ST AT HOWE ST,49.28169,"-123.12047"
36025,COMMERCIAL-BROADWAY STATION PLATFORM 1,49.26297,"-123.06842"
36026,COMMERCIAL-BROADWAY STATION PLATFORM 2,49.26291,"-123.06849"
36029,EB 105 AV AT 150 ST,49.19297,"-122.80591"
36030,EB 32 AV AT 196 ST,49.06007,"-122.68008"
36034,NB LONSDALE AV AT E BRAEMAR RD,49.34355,"-123.07178"
36035,EB 80 AV AT 200 ST,49.14818,"-122.6672"
36036,WB PANORAMA DR AT JOHNSON ST,49.29937,"-122.80226"
36037,UBC LOOP BAY 1 UNLOADING ONLY,49.26838,"-123.24817"
36038,UBC LOOP BAY 2,49.26858,"-123.24831"
36039,UBC LOOP BAY 3 UNLOADING ONLY,49.26793,"-123.24758"
3604,NB GABRIOLA DR AT GEORGESON AV,49.28917,"-122.77316"
36040,UBC LOOP BAY 5,49.26841,"-123.24789"
36041,NB CLARKE RD AT COTTONWOOD AV,49.25808,"-122.89286"
36042,UBC LOOP BAY 1 NEW,49.26733,"-123.24659"
36043,UBC LOOP BAY 3 NEW,49.26828,"-123.24736"
36044,UBC LOOP BAY 2 NEW,49.26795,"-123.24714"
3605,NB GABRIOLA DR AT SAVARY AV,49.29053,"-122.77419"
36050,NB NORTH RD AT COTTONWOOD AV OLD,49.25854,"-122.89287"
36051,EB FRASER HWY AT 201A ST,49.10639,"-122.66341"
36052,NB NORTH RD AT COTTONWOOD AV,49.25808,"-122.89286"
36053,SB CARIBOO RD AT STORMONT AV,49.24547,"-122.91148"
36054,EB 45 AV AT 51 ST,49.08508,"-123.08329"
36055,EB MCALLISTER AV AT MAPLE ST,49.2635,"-122.78289"
36056,NB MAPLE ST AT ELGIN AV,49.26458,"-122.78144"
36058,WB POWELL ST AT GLEN DR,49.28279,"-123.08165"
36059,WB POWELL ST AT HAWKS AV,49.28303,"-123.08752"
3606,WB HARWOOD AV AT GABRIOLA DR,49.29129,"-122.77466"
36060,EB POWELL ST AT GLEN DR,49.28267,"-123.08169"
36062,WB KINGSWAY AT RHODES ST,49.23848,"-123.05049"
36064,NB LONSDALE AV AT E 2 ST,49.31301,"-123.0773"
36065,SB LONSDALE AV AT W 1 ST,49.31159,"-123.07911"
36066,SB LONSDALE AV AT W 3 ST,49.31314,"-123.07751"
36067,UBC LOOP BAY 4 UNLOADING ONLY,49.26793,"-123.24758"
36068,UBC LOOP BAY 4,49.26817,"-123.24773"
36069,NB LONSDALE AV AT E 1 ST,49.31217,"-123.07817"
36070,WB RIVER RD AT CENTRE ST,49.15757,"-122.93974"
36071,NB EAST MALL AT EAGLES DR,49.25835,"-123.2442"
36072,WB POWELL ST AT CLARK DR,49.28316,"-123.07646"
36073,EB CORDOVA DIVERSION AT HAWKS AV,49.28205,"-123.08671"
36074,29TH AV STN UNLOADING ONLY,49.24452,"-123.04748"
36075,NB LONSDALE AV AT E ESPLANADE,49.31076,"-123.07958"
36076,SB LONSDALE AV AT W 2 ST,49.31226,"-123.0784"
36077,SB 156 ST AT HWY 1 OFFRAMP,49.19494,"-122.78984"
36078,NB 156 ST AT HWY 1 OFFRAMP,49.1949,"-122.78967"
36079,WB HWY 1 OFFRAMP AT 156 ST,49.19529,"-122.78944"
3608,WB HARWOOD AV AT HORNBY ST,49.29133,"-122.7778"
36080,EB HWY 1 OFFRAMP AT 156 ST,49.19533,"-122.79009"
36081,EB COTTON RD AT BROOKSBANK AV,49.30721,"-123.04089"
36082,NB 150 ST AT 105 AV,49.19259,"-122.80628"
36083,EB FRASER HWY AT 156 ST,49.1613,"-122.78938"
36084,EB FRASER HWY AT 160 ST,49.15672,"-122.77756"
36085,EB FRASER HWY AT 188 ST,49.12322,"-122.70098"
36086,EB FRASER HWY AT 194 ST,49.11579,"-122.68431"
36087,PNE COLISEUM LOOP,49.28567,"-123.04363"
36088,WB E BROADWAY AT COMMERCIAL DR,49.26244,"-123.07027"
36089,NB LONSDALE AV AT E 1 ST,49.31168,"-123.07869"
3609,SB PIPELINE RD AT DUNKIRK AV,49.28764,"-122.78382"
36090,BRENTWOOD STN BAY 3,49.26622,"-122.99977"
36091,NB LONSDALE AV AT E ESPLANADE,49.31076,"-123.07958"
36096,WB W BROADWAY AT HEMLOCK ST,49.26366,"-123.13647"
36097,EB CORNWALL AV AT CYPRESS ST,49.27236,"-123.14734"
36098,EB W 49 AV AT MCCLEERY ST,49.22726,"-123.16844"
36099,EB COLUMBIA ST AT 200 BLOCK,49.20592,"-122.90257"
361,NB GRANVILLE ST AT NANTON AV,49.24771,"-123.13903"
3610,SB PIPELINE RD AT GUILDFORD WAY,49.28534,"-122.78505"
36100,WB COLUMBIA ST AT 200 BLOCK,49.20635,"-122.90221"
36101,BRENTWOOD STN BAY 1A,49.26745,"-123.00295"
36102,NB KINGSWAY AV AT WILSON AV,49.26211,"-122.77525"
36103,EB 105 AV AT 150 ST,49.19299,"-122.80483"
36104,EB BAYVIEW ST AT BEECHER ST,49.05387,"-122.87678"
36105,WB BAYVIEW ST AT BEECHER ST,49.05393,"-122.87708"
36106,WB W BROADWAY AT CAMBIE ST,49.26334,"-123.11631"
36107,EB KINGSWAY AV AT MARY HILL RD,49.263,"-122.77669"
36108,EB BANFF CRT AT PARKGATE LIBRARY,49.3182,"-122.96966"
36109,WB MT SEYMOUR PKY AT LIMA RD,49.31591,"-122.95557"
36110,EB MT SEYMOUR PKY AT FRIAR CRES,49.31578,"-122.95515"
36111,SB 152 ST AT 62 AV,49.11407,"-122.80117"
36112,SB WEST MALL AT NW MARINE DR,49.26811,"-123.25849"
36115,WB W HASTINGS ST AT CARRALL ST,49.28173,"-123.10536"
36116,NB CARIBOO RD AT 7100 BLOCK,49.24416,"-122.91001"
36118,EB SAINT JOHNS ST AT CLEARVIEW DR,49.27637,"-122.83095"
36119,WB IOCO RD AT KICKING HORSE WAY,49.29106,"-122.84512"
36120,EB LANSDOWNE DR AT STEEPLE DR,49.29035,"-122.8156"
36121,NB 150 ST AT 105 AV,49.19247,"-122.80624"
36122,NB 148 ST AT 86B AV,49.16075,"-122.81231"
36123,FLAGSTOP NB 24 ST AT 1000 BLOCK,49.33483,"-123.17909"
36124,29TH AV STN UNLOADING ONLY,49.24452,"-123.04748"
36126,WB W HASTINGS ST AT CARRALL ST,49.28173,"-123.10536"
36127,SB CLARKE RD AT COMO LAKE AV,49.26225,"-122.88934"
36128,PORT COQUITLAM CENTRE BAY 4,49.26273,"-122.78066"
36129,EB LANSDOWNE DR AT TURRET CRES,49.29036,"-122.81319"
3613,COQUITLAM CENTRAL STN BAY 11,49.27564,"-122.79859"
36130,NB JONES AV AT W KEITH RD,49.32033,"-123.08163"
36131,EB SAINT JOHNS ST AT ALBERT ST,49.27652,"-122.86709"
36132,HANEY PLACE BAY 8,49.2195,"-122.5973"
36133,HANEY PLACE BAY 7 UNLOADING ONLY,49.2195,"-122.59703"
36134,SB LONSDALE AV AT W 2 ST,49.31226,"-123.0784"
36136,NB ANGUS DR AT W 61 AV,49.21564,"-123.1483"
36137,NB WEST BLVD AT W 60 AV,49.21744,"-123.1492"
36138,NB ANGUS DR AT W 64 AV,49.21358,"-123.14837"
36139,WB W 64 AV AT ADERA ST,49.21326,"-123.144"
3614,SB PINETREE WAY AT PINEWOOD AV,49.29067,"-122.79001"
36140,SB WEST BLVD AT W 57 AV,49.21916,"-123.15043"
36141,SB WEST BLVD AT W 60 AV,49.21679,"-123.14902"
36142,SB ANGUS DR AT W 63 AV,49.21389,"-123.14855"
36143,EB W 64 AV AT EAST BLVD,49.21318,"-123.14629"
36144,NB ADERA ST AT W 64 AV,49.21352,"-123.14343"
36145,WB 56 AV AT LANGLEY BYPASS,49.10471,"-122.64432"
36146,WB W BROADWAY AT ASH ST,49.26334,"-123.11642"
36147,WB W BROADWAY AT CAMBIE ST,49.26333,"-123.11571"
36150,SB 192 ST AT 32 AV,49.05974,"-122.69163"
36151,NB RENFREW ST AT DUNDAS ST,49.285,"-123.04393"
3616,WB GLEN DR AT PACIFIC ST,49.28278,"-122.79926"
36161,SB WEST BLVD AT W 37 AV,49.23803,"-123.15555"
36162,EB UNIVERSITY DR AT TRANSPORTATION CENTRE,49.28005,"-122.91864"
36163,WB UNIVERSITY DR W AT W CAMPUS RD,49.28123,"-122.92827"
36164,SFU TRANSPORTATION CENTRE BAY 2,49.27995,"-122.9199"
36165,EB 105 AV AT 150 ST,49.19299,"-122.80483"
36166,WB WESTMINSTER HWY AT GIFFORD ST,49.18512,"-122.95282"
36167,EB WESTMINSTER HWY AT GIFFORD ST,49.18534,"-122.95204"
36168,SB 80 ST AT RIVER WAY,49.14414,"-123.0017"
36169,SB WEST BLVD AT W 57 AV,49.21972,"-123.15081"
36170,SB ARBUTUS ST AT W 37 AV,49.23862,"-123.15552"
36178,NB RENFREW ST AT HEBB AV,49.25952,"-123.0441"
36179,SB MAIN ST AT E 1 AV,49.27062,"-123.10082"
36180,EB COTTON RD AT BROOKSBANK AV,49.30721,"-123.04089"
36181,NB LONSDALE AV AT E 2 ST,49.31294,"-123.07741"
36182,SB LONSDALE AV AT W 3 ST,49.31314,"-123.07751"
36183,SB LONSDALE AV AT W 1 ST,49.31156,"-123.07909"
36184,NB LONSDALE AV AT E 1 ST,49.31168,"-123.07869"
36185,NB LONSDALE AV AT E 1 ST,49.31218,"-123.0782"
36186,SB MAIN ST AT E 1 AV,49.26983,"-123.10084"
36187,NB RENFREW ST AT GRANDVIEW HWY,49.25868,"-123.04411"
3619,WB FALCON DR AT PEREGRINE PL,49.28692,"-122.82055"
36190,EB IOCO RD AT BENTLEY RD,49.29098,"-122.84536"
36191,EB IOCO RD AT JACOBS RD,49.29119,"-122.84703"
36192,UBC LOOP BAY 3 NEW,49.26844,"-123.24745"
36193,WB MUFFORD CRES AT 62 AV,49.11527,"-122.64756"
36194,EB MUFFORD CRES AT 62 AV,49.11467,"-122.64682"
36195,SB NO. 3 RD AT 5500 BLOCK,49.17507,"-123.1369"
36197,SFU TRANSPORTATION CENTRE BAY 3,49.28005,"-122.91864"
36198,NB MARY HILL RD AT LOBB AV,49.25335,"-122.7787"
36199,WB HWY 10 AT HORNBY DR,49.08971,"-122.96374"
362,NB DUNBAR ST AT W 34 AV,49.2417,"-123.18517"
3620,WB FALCON DR AT NOONS CREEK DR,49.28741,"-122.82461"
36201,PATTERSON STATION BAY 1 TEMPORARY,49.22913,"-123.01115"
36202,UBC LOOP BAY 1A,49.26711,"-123.24637"
36203,UBC LOOP BAY 1,49.26742,"-123.24666"
36206,PATTERSON STN BAY 1,49.22942,"-123.01244"
36207,WB E BROADWAY AT SAINT GEORGE ST,49.26259,"-123.09353"
36208,NB MOUNTAIN HWY AT FERN ST,49.3119,"-123.03249"
36209,WB E BROADWAY AT FRASER ST,49.26259,"-123.09009"
3621,WB VICTORIA DR AT 3500 BLOCK,49.28581,"-122.7413"
36210,NB 53A AV AT 51B AV,49.09871,"-122.65312"
36211,SB 53A AT 205 ST,49.09927,"-122.65266"
36212,EB CENTRAL BLVD AT PATTERSON STN,49.22913,"-123.01115"
36213,SB GLOVER RD AT 64 AV,49.12113,"-122.63268"
