stop_transit_point_key,stopName,stop_latitude,stop_longitude
18730,EB W KING EDWARD AV AT OAK ST,49.24907,"-123.12704"
18731,EB W KING EDWARD AV AT WILLOW ST,49.24898,"-123.12193"
18732,NB WESBROOK MALL AT UNIVERSITY BLVD,49.26673,"-123.24562"
18733,EB W KING EDWARD AV AT BLENHEIM ST,49.24989,"-123.17812"
18734,WB CANADA WAY AT WILLINGDON AV,49.25474,"-123.00245"
18735,SB RUPERT ST AT SCHOOL AV,49.23483,"-123.0432"
18736,SB RUPERT ST AT E 41 AV,49.23256,"-123.04321"
18737,SB RUPERT ST AT E 43 AV,49.23076,"-123.04321"
18738,SB RUPERT ST AT E 45 AV,49.22896,"-123.04321"
18739,SB KERR ST AT E 49 AV,49.22532,"-123.04114"
1874,SB DUNBAR ST AT W 41 AV,49.23442,"-123.18546"
18740,WB CANADA WAY AT BURRIS ST,49.23622,"-122.95512"
18741,SB KERR ST AT E 52 AV,49.22192,"-123.0413"
18742,SB KERR ST AT E 54 AV,49.21982,"-123.04141"
18743,SB KERR ST AT E 56 AV,49.21839,"-123.04148"
18744,SB KERR ST AT E 59 AV,49.21624,"-123.04158"
18745,EB ROSEMONT DR AT KERR ST,49.21543,"-123.04048"
18746,EB ROSEMONT DR AT 3200 BLOCK,49.21557,"-123.03676"
18747,WB W BROADWAY AT ALDER ST,49.26357,"-123.13177"
18748,SB BUTLER ST AT ROSEMONT DR,49.21616,"-123.03452"
18749,EB MAQUINNA DR AT STIKINE PL,49.21545,"-123.03171"
1875,NB OAK ST AT W 67 AV,49.21107,"-123.13003"
18750,SB CHAMPLAIN CRES AT LANGFORD AV,49.21421,"-123.02993"
18751,WB W PENDER ST AT BUTE ST,49.28855,"-123.12373"
18752,NB MATHESON CRES AT CHAMPLAIN CRES,49.21096,"-123.02696"
18753,29TH AV STN BAY 3,49.24419,"-123.04535"
18754,NB MATHESON CRES AT RAINTREE CRT,49.21424,"-123.02546"
18755,NB MATHESON CRES AT RUMBLE AV,49.21515,"-123.02545"
18756,NB MATHESON CRES AT BORHAM CRES,49.21648,"-123.02501"
18757,SB RUPERT ST AT KERR ST,49.2275,"-123.0416"
18758,EB ARBOR AV AT MATHESON CRES,49.21741,"-123.02462"
18759,NB BOUNDARY RD AT HURST AV,49.2202,"-123.02354"
1876,NB OAK ST AT PARK DR,49.21471,"-123.1299"
18760,WB E 49 AV AT BOUNDARY RD,49.22206,"-123.02452"
18761,WB E 49 AV AT ARLINGTON ST,49.22344,"-123.0283"
18762,EB W 16 AV AT BLANCA ST,49.25825,"-123.2149"
18763,NB TYNE ST AT E 49 AV,49.22508,"-123.03215"
18764,NB TYNE ST AT E 47 AV,49.22668,"-123.03207"
18765,NB TYNE ST AT E 45 AV,49.22897,"-123.03196"
18766,NB JOYCE ST AT E 45 AV,49.22958,"-123.03733"
18767,EB W 16 AV AT HIGHBURY ST,49.25783,"-123.18754"
18768,NB JOYCE ST AT KINGSWAY,49.2344,"-123.0355"
18769,NB JOYCE ST AT MARMION AV,49.23183,"-123.03734"
1877,NB OAK ST AT W 64 AV,49.21326,"-123.12996"
18770,JOYCE STN BAY 3,49.23872,"-123.03256"
18771,SB JOYCE ST AT EUCLID AV,49.23627,"-123.03393"
18772,SB JOYCE ST AT E 41 AV,49.23271,"-123.03749"
18773,SB JOYCE ST AT E 43 AV,49.23091,"-123.03752"
18774,WB W GEORGIA ST AT GILFORD ST,49.29397,"-123.13559"
18775,WB CHANCELLOR BLVD AT ALLISON RD,49.27356,"-123.24619"
18776,WB NW MARINE DR AT CECIL GREEN PARK,49.27051,"-123.25544"
18777,NB NW MARINE DR AT UNIVERSITY BLVD,49.26299,"-123.25847"
18778,EB NW MARINE DR AT WEST MALL,49.26876,"-123.25852"
18779,EB CHANCELLOR BLVD AT WESTERN PKY,49.2733,"-123.24683"
1878,NB OAK ST AT W 57 AV,49.21951,"-123.12843"
18780,EB CHANCELLOR BLVD AT HAMBER RD,49.27289,"-123.23764"
18781,WB NW MARINE DR AT DISCOVERY ST,49.2719,"-123.20302"
18782,NB TRIMBLE ST AT BELMONT AV,49.27406,"-123.20559"
18783,EB W 16 AV AT TOLMIE ST,49.25819,"-123.21185"
18784,WB NW MARINE DR AT TOLMIE ST,49.27509,"-123.21205"
18785,WB NW MARINE DR AT SASAMAT ST,49.2745,"-123.20913"
18786,SB BURRARD ST AT W 3 AV,49.26854,"-123.14579"
18787,SB DUNBAR ST AT W 43 AV,49.23259,"-123.18547"
18788,SB DUNBAR ST AT SW MARINE DR,49.23113,"-123.1855"
18789,EB SW MARINE DR AT BLENHEIM ST,49.23009,"-123.17968"
1879,NB OAK ST AT W 59 AV,49.21741,"-123.129"
18790,EB W KING EDWARD AV AT CYPRESS ST,49.24946,"-123.14849"
18791,NB BURRARD ST AT W 3 AV,49.26917,"-123.14542"
18792,EB W 49 AV AT MARINE CRES,49.22722,"-123.16468"
18793,EB W 49 AV AT MCCLEERY ST,49.22726,"-123.16844"
18794,EB W 49 AV AT BALSAM ST,49.22717,"-123.16081"
18795,EB W 49 AV AT WEST BOULEVARD,49.2271,"-123.1555"
18796,EB W 49 AV AT YEW ST,49.22713,"-123.15846"
18797,EB W 49 AV AT ANGUS DR,49.22701,"-123.14755"
18798,EB W KING EDWARD AV AT MAPLE CRES,49.2505,"-123.15112"
18799,EB W 49 AV AT CHURCHILL ST,49.22691,"-123.14121"
188,SB KNIGHT BRIDGE AT MITCHELL ISLAND,49.20608,"-123.07768"
18800,EB W 49 AV AT GRANVILLE ST,49.22688,"-123.13932"
18801,EB W 49 AV AT HUDSON ST,49.2267,"-123.13467"
18802,EB W 49 AV AT MONTGOMERY ST,49.22659,"-123.13145"
18803,EB W 49 AV AT OAK ST,49.22644,"-123.12775"
18804,EB W 49 AV AT FREMLIN ST,49.22638,"-123.12611"
18805,EB W 49 AV AT HEATHER ST,49.22627,"-123.12322"
18806,EB W 49 AV AT TISDALL ST,49.22617,"-123.12029"
18807,SB CHAMPLAIN CRES AT MARQUETTE CRES,49.21238,"-123.02982"
18808,EB E 45 AV AT DOMAN ST,49.22921,"-123.03604"
18809,EB W 49 AV AT CAMBIE ST,49.226,"-123.11584"
18810,EB W 49 AV AT ALBERTA ST,49.2259,"-123.11255"
18811,SB TYNE ST AT E 47 AV,49.22616,"-123.0323"
18812,EB W 49 AV AT MANITOBA ST,49.22573,"-123.10797"
18813,EB E 49 AV AT TYNE ST,49.22455,"-123.03168"
18814,EB E 49 AV AT QUEBEC ST,49.22563,"-123.10333"
18815,EB E 49 AV AT ARLINGTON ST,49.22301,"-123.02794"
18816,EB E 49 AV AT MAIN ST,49.22559,"-123.10105"
18817,SB FRONTENAC ST AT E 49 AV,49.22187,"-123.0265"
18818,EB E 49 AV AT PRINCE EDWARD ST,49.22551,"-123.09704"
18819,SB FRONTENAC ST AT HURST AV,49.22025,"-123.02659"
1882,EB W 41 AV AT HIGHBURY ST,49.2347,"-123.18795"
18820,EB E 49 AV AT SNT GEORGE ST,49.22545,"-123.09365"
18821,EB E 49 AV AT FREDERICK ST,49.22542,"-123.09154"
18822,EB HURST AV AT BOUNDARY RD,49.22009,"-123.02416"
18823,WB STANLEY PARK DR AT PIPELINE RD,49.297,"-123.1361"
18824,WB ARBOR AV AT MATHESON CRES,49.21752,"-123.02436"
18825,EB W 16 AV AT CAMOSUN ST,49.25798,"-123.19749"
18826,SB MATHESON CRES AT TALON SQ,49.21616,"-123.02524"
18827,SB JOYCE ST AT CHERRY ST,49.23526,"-123.03489"
18828,EB E 49 AV AT WINDSOR ST,49.22533,"-123.08476"
18829,WB CHANCELLOR BLVD AT HAMBER RD,49.27334,"-123.239"
1883,WB ROBSON ST AT THURLOW ST,49.28482,"-123.12503"
18830,EB E 49 AV AT KNIGHT ST,49.2252,"-123.07673"
18831,NB JOYCE ST AT EUCLID AV,49.23656,"-123.03335"
18832,EB E 49 AV AT DUMFRIES ST,49.22519,"-123.07408"
18833,SB MATHESON CRES AT RUMBLE AV,49.21442,"-123.02565"
18834,WB CHAMPLAIN CRES AT MATHESON CRES,49.21076,"-123.02782"
18835,NB CHAMPLAIN CRES AT LANGFORD AV,49.2141,"-123.02974"
18836,EB E 49 AV AT COMMERCIAL ST,49.22513,"-123.0685"
18837,WB MAQUINNA DR AT STIKINE PL,49.2156,"-123.03196"
18838,EB E 49 AV AT VICTORIA DR,49.2251,"-123.06528"
18839,WB ROSEMONT DR AT BUTLER ST,49.21614,"-123.03546"
1884,NB OAK ST AT W 46 AV,49.22954,"-123.12809"
18840,EB E 49 AV AT GLADSTONE ST,49.22503,"-123.06187"
18841,WB ROSEMONT DR AT 3200 BLOCK,49.21561,"-123.03736"
18842,SB WESBROOK MALL AT THUNDERBIRD BLV,49.26075,"-123.24099"
18843,EB W 16 AV AT WESBROOK MALL,49.25601,"-123.23515"
18844,WB CANADA WAY AT DUNDONALD ST,49.25007,"-122.98582"
18845,NB KERR ST AT E 51 AV,49.22333,"-123.04102"
18846,NB KERR ST AT E 49 AV,49.22508,"-123.0409"
18847,EB W KING EDWARD AV AT HUDSON ST,49.24919,"-123.13389"
18848,NB RUPERT ST AT E 45 AV,49.22962,"-123.043"
18849,NB KERR ST AT E 58 AV,49.21755,"-123.04131"
1885,NB OAK ST AT W 43 AV,49.23234,"-123.128"
18850,NB RUPERT ST AT E 41 AV,49.23327,"-123.04299"
18851,EB W 49 AV AT EAST BOULEVARD,49.22708,"-123.15397"
18852,EB E 49 AV AT NANAIMO ST,49.22494,"-123.05873"
18853,EB W 49 AV AT MARGUERITE ST,49.22697,"-123.14454"
18854,EB E 49 AV AT ELLIOTT ST,49.22474,"-123.05429"
18855,EB SW MARINE DR AT BALACLAVA ST,49.22871,"-123.17512"
18856,EB E 49 AV AT KILLARNEY ST,49.22466,"-123.04522"
18857,WB WELLINGTON AV AT MCHARDY ST,49.24139,"-123.03318"
18858,NB TYNE ST AT E 53 AV,49.22155,"-123.03224"
18859,SB KERR ST AT E 49 AV,49.2243,"-123.04116"
1886,WB SW MARINE DR AT MONTCALM ST,49.20416,"-123.13724"
18860,EB E 49 AV AT VIVIAN ST,49.2247,"-123.04976"
18861,NB RUPERT ST AT E 29 AV,49.24484,"-123.03375"
18862,SB TYNE ST AT E 46 AV,49.22818,"-123.03219"
18863,NB RUPERT ST AT WELLINGTON AV,49.24274,"-123.03563"
18864,NB TYNE ST AT E 50 AV,49.22348,"-123.03219"
18865,EB IMPERIAL ST AT BOUNDARY RD,49.22187,"-123.02282"
18866,WB HASTINGS ST AT INGLETON AV,49.28117,"-123.01911"
18867,NB RUPERT ST AT E 27 AV,49.24653,"-123.03368"
18868,NB RUPERT ST AT E 17 AV,49.25503,"-123.03365"
18869,NB RUPERT ST AT E 25 AV,49.24812,"-123.03367"
1887,NB OAK ST AT W 49 AV,49.22686,"-123.12815"
18870,WB WELLINGTON AV AT JOYCE ST,49.2403,"-123.03052"
18871,NB RUPERT ST AT E 22 AV,49.25095,"-123.03366"
18872,NB RUPERT ST AT SEAFORTH DR,49.25346,"-123.03366"
18873,NB BOUNDARY RD AT ARBOR AV,49.21791,"-123.02353"
18874,EB E 49 AV AT FRASER ST,49.2254,"-123.09026"
18875,NB RUPERT ST AT E 7 AV,49.26408,"-123.0336"
18876,NB RUPERT ST AT E 5 AV,49.26598,"-123.0336"
18877,NB RUPERT ST AT E BROADWAY,49.26224,"-123.03358"
18878,NB RUPERT ST AT GRAVELEY ST,49.27082,"-123.0336"
18879,EB E 49 AV AT SHERBROOKE ST,49.22527,"-123.08096"
1888,WB HASTINGS ST AT HOLDOM AV-,49.28043,"-122.98141"
18880,NB RUPERT ST AT KITCHENER ST,49.27254,"-123.03359"
18881,METROTOWN STN BAY 3,49.226,"-123.00261"
18882,WB MAYWOOD ST AT MCKAY AV,49.22397,"-123.00934"
18883,SB WILLINGDON AV AT BERESFORD ST,49.22704,"-123.00838"
18884,EB E 49 AV AT ARGYLE ST,49.22516,"-123.07127"
18885,NB WILLINGDON AV AT MAYWOOD ST,49.22486,"-123.01041"
18886,SB MCKAY AV AT MAYWOOD ST,49.22334,"-123.00906"
18887,EB IMPERIAL ST AT PATTERSON AV,49.22186,"-123.01205"
18888,WB IMPERIAL ST AT MANDY AV,49.22201,"-123.01851"
18889,NB KERR ST AT E 54 AV,49.2205,"-123.04117"
1889,NB GRANVILLE ST AT W 71 AV,49.20743,"-123.1404"
18890,EB E 49 AV AT PRINCE ALBERT ST,49.22537,"-123.08761"
18891,NB RUPERT ST AT KERR ST,49.22753,"-123.04134"
18892,EB ADANAC ST AT RUPERT ST,49.27738,"-123.03308"
18893,SB TYNE ST AT E 52 AV,49.22199,"-123.03242"
18894,EB HASTINGS ST AT BOUNDARY RD,49.281,"-123.02273"
18895,EB ADANAC ST AT SKEENA ST,49.27738,"-123.02909"
18896,EB ADANAC ST AT KOOTENAY ST,49.27736,"-123.02486"
18897,SB WILLINGDON AV AT MAYBERRY ST,49.22533,"-123.01015"
18898,WB E 54 AV AT MCKINNON ST,49.22022,"-123.03952"
18899,WB E 49 AV AT KERR ST,49.22482,"-123.04159"
189,SB VIKING WAY AT CAMBIE RD,49.18516,"-123.07337"
1890,NB GRANVILLE ST AT W 70 AV,49.20889,"-123.14034"
18900,WB E 49 AV AT KILLARNEY ST,49.2248,"-123.04536"
18901,WB E 49 AV AT ELLIOTT ST,49.22488,"-123.05517"
18902,WB E 49 AV AT NANAIMO ST,49.22511,"-123.0596"
18903,WB E 49 AV AT GLADSTONE ST,49.22518,"-123.06294"
18904,WB E 49 AV AT VICTORIA DR,49.22524,"-123.06538"
18905,WB E 49 AV AT BEATRICE ST,49.22526,"-123.06753"
18906,WB E 49 AV AT BRUCE ST,49.22528,"-123.0704"
18907,WB E 49 AV AT FLEMING ST,49.22531,"-123.07357"
18908,NB BOUNDARY RD AT GEORGIA ST,49.27872,"-123.02331"
18909,EB 8 AV AT 20 ST,49.20301,"-122.94789"
1891,EB DAVIE ST AT DENMAN ST-,49.2867,"-123.14112"
18910,EB 8 AV AT 19 ST,49.20419,"-122.9457"
18911,EB 8 AV AT 18 ST,49.20539,"-122.94347"
18912,EB 8 AV AT 16 ST,49.20712,"-122.94027"
18913,NB RUPERT ST AT E 43 AV,49.23136,"-123.04299"
18914,EB 8 AV AT 12 ST,49.21065,"-122.93371"
18915,EB 8 AV AT 10 ST,49.21263,"-122.93006"
18916,EB 6 AV AT 8 ST,49.2114,"-122.92342"
18917,NB 6 ST AT 6 AV,49.21361,"-122.92075"
18918,KOOTENAY LOOP BAY 3,49.28148,"-123.02628"
18919,NB 6 ST AT 7 AV,49.21469,"-122.92212"
1892,WB SW MARINE DR AT GRANVILLE ST,49.20504,"-123.13986"
18920,SB BOUNDARY RD AT E PENDER ST,49.2799,"-123.02376"
18921,NB RUPERT ST AT GRANDVIEW HWY,49.25852,"-123.0336"
18922,NB RUPERT ST AT WORTHINGTON DR,49.25681,"-123.03364"
18923,NB 6 ST AT 10 AV,49.21933,"-122.92794"
18924,NB 6 ST AT 12 AV,49.22038,"-122.92926"
18925,EB 12 AV AT 4 ST,49.22213,"-122.92634"
18926,NB 1 ST AT 12 AV,49.22518,"-122.92162"
18927,NB 1 ST AT 14 AV,49.22668,"-122.92352"
18928,NB 6 ST AT 900 BLOCK,49.21749,"-122.92566"
18929,EB 16 AV AT WRIGHT ST,49.23066,"-122.92012"
1893,EB DAVIE ST AT JERVIS ST,49.28257,"-123.13477"
18930,NB RUPERT ST AT WILLIAM ST,49.27438,"-123.03354"
18931,SB BOUNDARY RD AT E GEORGIA ST,49.27791,"-123.02378"
18932,WB ADANAC ST AT SKEENA ST,49.27749,"-123.02878"
18933,SB RUPERT ST AT ADANAC ST,49.2771,"-123.03368"
18934,EB ARMSTRONG AV AT CUMBERLAND ST,49.22991,"-122.9146"
18935,SB CUMBERLAND ST AT 16 AV,49.23148,"-122.91743"
18936,EB ARMSTRONG AV AT COQUITLAM ST,49.23154,"-122.91164"
18937,SB RUPERT ST AT CHARLES ST,49.27295,"-123.03371"
18938,EB ARMSTRONG AV AT LANGLEY ST,49.23359,"-122.90782"
18939,WB IMPERIAL ST AT MCKAY AV,49.222,"-123.00949"
1894,NB GRANVILLE ST AT PARK DR,49.21688,"-123.14011"
18940,SB MATHESON CRES AT CHICKADEE PL,49.21272,"-123.02516"
18941,SB RUPERT ST AT E 1 AV,49.26905,"-123.03388"
18942,NB RUPERT ST AT PARKER ST,49.27612,"-123.03352"
18943,SB RUPERT ST AT E 3 AV,49.26723,"-123.03387"
18944,WB E 49 AV AT INVERNESS ST,49.2254,"-123.08056"
18945,NB CARIBOO RD AT 7500 BLOCK,49.2369,"-122.90584"
18946,NB CARIBOO RD AT ARMSTRONG ST,49.23577,"-122.90441"
18947,SB TYNE ST AT E 49 AV,49.22429,"-123.03237"
18948,WB ROSEMONT DR AT KERR ST,49.21557,"-123.04111"
18949,WB E 49 AV AT SNT CATHERINES ST,49.22549,"-123.08711"
1895,EB DAVIE ST AT BUTE ST,49.28158,"-123.13316"
18950,NB MATHESON CRES AT LIMEWOOD PL,49.21198,"-123.02531"
18951,SB RUPERT ST AT E BROADWAY,49.26218,"-123.03393"
18952,WB E 49 AV AT CHESTER ST,49.22552,"-123.08989"
18953,WB E 49 AV AT FRASER ST,49.22554,"-123.0913"
18954,WB E 54 AV AT BROOKS ST,49.22019,"-123.03596"
18955,NB CARIBOO RD AT CARIBOO DR,49.24239,"-122.9078"
18956,WB E 49 AV AT SNT GEORGE ST,49.22559,"-123.09447"
18957,JOYCE STN BAY 2,49.2387,"-123.0327"
18958,SB RUPERT ST AT E 18 AV,49.25369,"-123.03394"
18959,SB RUPERT ST AT E 20 AV,49.25201,"-123.03393"
1896,SB CAMBIE ST AT W 41 AV,49.23399,"-123.11641"
18960,WB E 49 AV AT KNIGHT ST,49.22538,"-123.07794"
18961,WB E 49 AV AT WALES ST,49.22487,"-123.05288"
18962,NB CARIBOO RD AT 7100 BLOCK,49.24419,"-122.91003"
18963,SB RUPERT ST AT E 24 AV,49.2485,"-123.03395"
18964,EB E 49 AV AT FRONTENAC ST,49.22209,"-123.02579"
18965,SB RUPERT ST AT E 26 AV,49.24679,"-123.03396"
18966,NB CARIBOO RD AT AVALON AV,49.24797,"-122.91354"
18967,EB 8 AV AT 14 ST,49.20896,"-122.93687"
18968,SB RUPERT ST AT E 28 AV,49.24507,"-123.03398"
18969,WB E 49 AV AT MAIN ST,49.22573,"-123.10213"
1897,NB GRANVILLE ST AT W 49 AV,49.22742,"-123.1397"
18970,NB CARIBOO RD AT STORMONT AV,49.24572,"-122.9115"
18971,WB GOVERNMENT ST AT CARDSTON CRT,49.24755,"-122.8993"
18972,EB WELLINGTON AV AT RUPERT ST,49.24223,"-123.0356"
18973,WB GOVERNMENT ST AT 8700 BLOCK,49.25024,"-122.91026"
18974,WB W 49 AV AT MANITOBA ST,49.22591,"-123.10902"
18975,EB WELLINGTON AV AT MCHARDY ST,49.24105,"-123.03272"
18976,SB JOYCE ST AT WELLINGTON AV,49.2398,"-123.03047"
18977,WB GOVERNMENT ST AT HORNE ST,49.24933,"-122.90792"
18978,SB CARIBOO RD AT GOVERNMENT ST,49.24963,"-122.91436"
18979,SB CARIBOO RD AT STORMONT AV,49.24548,"-122.9115"
1898,NB GRANVILLE ST AT W 48 AV,49.22815,"-123.13967"
18980,EB IMPERIAL ST AT MANDY AV,49.22187,"-123.01761"
18981,EB W KING EDWARD AV AT BRAKENRIDGE,49.24855,"-123.16201"
18982,SB CARIBOO RD AT CARIBOO DR,49.24363,"-122.90982"
18983,SB CARIBOO RD AT 16 AV,49.23849,"-122.90726"
18984,WB W 49 AV AT LAUREL ST,49.22653,"-123.12558"
18985,WB W 49 AV AT ALBERTA ST,49.22607,"-123.11338"
18986,EB VANNESS AV AT MELBOURNE ST,49.23632,"-123.02785"
18987,EB BURKE ST AT BOUNDARY RD,49.23693,"-123.02292"
18988,NB SMITH AV AT BURKE ST,49.23728,"-123.01978"
18989,SB RUPERT ST AT PARKER ST,49.27545,"-123.0337"
1899,NB GRANVILLE ST AT W 46 AV,49.22998,"-123.1396"
18990,WB W 49 AV AT OAK ST,49.22665,"-123.12898"
18991,EB W 16 AV AT PACIFIC SPIRIT PARK,49.25831,"-123.22164"
18992,SB RUPERT ST AT GRANT ST,49.27109,"-123.03373"
18993,NB SMITH AV AT MOSCROP ST,49.24329,"-123.01971"
18994,WB W 49 AV AT HUDSON ST,49.22687,"-123.13553"
18995,NB SMITH AV AT FIR ST,49.24545,"-123.01972"
18996,WB W 49 AV AT CARTIER ST,49.22696,"-123.13788"
18997,WB W 49 AV AT MONTGOMERY ST,49.22676,"-123.13242"
18998,WB W 49 AV AT GRANVILLE ST,49.22703,"-123.14033"
18999,NB SMITH AV AT SPRUCE ST,49.2473,"-123.01972"
19,EB KINGSWAY AT INMAN AV,49.23275,"-123.01522"
190,NB JACOMBS RD AT CLARKE PL,49.1869,"-123.08021"
1900,NB GRANVILLE ST AT W 43 AV,49.23273,"-123.1395"
19000,NB INGLETON AV AT SUNSET ST,49.24962,"-123.01735"
19001,WB W 49 AV AT ADERA ST,49.22708,"-123.14409"
19002,NB SMITH AV AT AVONDALE ST,49.25221,"-123.01968"
19003,NB BOUNDARY RD AT DOMINION ST,49.25675,"-123.0234"
19004,NB BOUNDARY RD AT VANNESS AV,49.23507,"-123.02329"
19005,SB RUPERT ST AT E 16 AV,49.25527,"-123.03393"
19006,SB RUPERT ST AT GRANDVIEW HWY,49.25775,"-123.03395"
19007,NB SMITH AV AT PRICE ST,49.24043,"-123.01974"
19008,NB BOUNDARY RD AT LOUGHEED HWY,49.26611,"-123.02336"
19009,NB BOUNDARY RD AT 2 AV,49.26879,"-123.02334"
1901,EB KINGSWAY AT MAIN ST,49.26382,"-123.10051"
19010,WB W 49 AV AT MACDONALD ST,49.22738,"-123.16787"
19011,NB BOUNDARY RD AT 1 AV,49.26988,"-123.02334"
19012,WB E 49 AV AT PRINCE EDWARD ST,49.22566,"-123.09805"
19013,NB BOUNDARY RD AT KITCHENER ST,49.27251,"-123.02332"
19014,SB RUPERT ST AT E 22 AV,49.25032,"-123.03394"
19015,WB SW MARINE DR AT CARNARVON ST,49.22841,"-123.17401"
19016,WB SW MARINE DR AT COLLINGWOOD ST,49.23021,"-123.18259"
19017,NB DUNBAR ST AT SW MARINE DR,49.23099,"-123.18532"
19018,NB DUNBAR ST AT W 43 AV,49.23317,"-123.18529"
19019,HEATHER SQUARE BAY 1,49.26618,"-123.12012"
1902,NB OAK ST AT W 41 AV,49.23366,"-123.12795"
19020,SB RUPERT ST AT E 5 AV,49.26595,"-123.03388"
19021,WB LAMEY'S MILL RD AT SITKA SQ,49.26645,"-123.12934"
19022,NB BOUNDARY RD AT GRANDVIEW HWY,49.25857,"-123.0234"
19023,SB RUPERT ST AT PRICE ST,49.24391,"-123.03474"
19024,WB LAMEY'S MILL AT ALDER CROSSING,49.26683,"-123.13252"
19025,WB LAMEY'S MILL AT FOUNTAIN WAY CRT,49.26734,"-123.13453"
19026,NB BOUNDARY RD AT VENABLES ST,49.27698,"-123.02331"
19027,SB FIR ST AT W 2 AV,49.26937,"-123.14089"
19028,WB W 2 AV AT ANDERSON ST,49.26951,"-123.13809"
19029,WB W 49 AV AT MACKENZIE PL,49.2274,"-123.17068"
1903,EB E BROADWAY AT PRINCE EDWARD ST,49.26245,"-123.09552"
19030,EB LAMEY'S MILL AT FOUNTAIN WAY CRT,49.26743,"-123.13514"
19031,JOYCE STN BAY 1,49.23857,"-123.03245"
19032,EB LAMEY'S MILL RD AT SITKA SQ,49.26632,"-123.1287"
19033,EB COOK RD AT BUSWELL ST,49.16643,"-123.13324"
19034,EB COOK RD AT ECKERSLEY RD,49.16641,"-123.12975"
19035,EB COOK RD AT PIMLICO WAY,49.16638,"-123.12566"
19036,EB W 2 AV AT FIR ST,49.26963,"-123.14006"
19037,SB CARIBOO RD AT WILBERFORCE ST,49.23669,"-122.90597"
19038,NB GARDEN CITY RD AT FERNDALE RD,49.16928,"-123.12439"
19039,EB GOVERNMENT ST AT 8700 BLOCK,49.25013,"-122.9101"
1904,EB E BROADWAY AT SNT GEORGE ST,49.2624,"-123.09251"
19040,NB GARDEN CITY RD AT LANSDOWNE RD,49.17422,"-123.12438"
19041,NB GARDEN CITY RD AT ODLIN RD,49.18213,"-123.12433"
19042,NB GARDEN CITY RD AT CAMBIE RD,49.18506,"-123.12432"
19043,EB 16 AV AT NEWCOMBE ST,49.2294,"-122.92243"
19044,NB GARDEN CITY RD AT CAPSTAN WAY,49.18824,"-123.12455"
19045,WB ARMSTRONG AV AT LANGLEY ST,49.23333,"-122.90864"
19046,NB 6 ST AT 8 AV,49.21637,"-122.92425"
19047,NB FIR ST AT W 4 AV,49.26824,"-123.1407"
19048,WB LOUGHEED HWY AT AUSTIN RD,49.24945,"-122.89888"
19049,NB CUMBERLAND ST AT ARMSTRONG ST,49.22995,"-122.9153"
1905,SB FRASER ST AT E BROADWAY,49.26202,"-123.08923"
19050,WB LOUGHEED HWY AT BOUNDARY RD,49.26526,"-123.0254"
19051,WB 16 AV AT CUMBERLAND ST,49.23171,"-122.91836"
19052,WB E BROADWAY AT COMMERCIAL BAY 1,49.26242,"-123.06943"
19053,WB 16 AV AT WRIGHT ST,49.23039,"-122.92087"
19054,WB W BROADWAY AT MACDONALD ST,49.26415,"-123.16754"
19055,WB 16 AV AT NEWCOMBE ST,49.22918,"-122.92312"
19056,WB W 49 AV AT TISDALL ST,49.22638,"-123.12143"
19057,WB W 49 AV AT WILTSHIRE ST,49.22712,"-123.14705"
19058,SB 1 ST AT 14 AV,49.22614,"-122.92306"
19059,WB 12 AV AT 2 ST,49.22372,"-122.92365"
1906,SB FRASER ST AT E 11 AV,49.26032,"-123.08927"
19060,EB W BROADWAY AT HEATHER ST,49.26321,"-123.12017"
19061,WB 12 AV AT 4 ST,49.22189,"-122.92703"
19062,EB E BROADWAY AT MAIN ST,49.2628,"-123.10042"
19063,NB RUPERT ST AT E 3 AV,49.2678,"-123.03357"
19064,WB E 49 AV AT ELGIN ST,49.22545,"-123.08327"
19065,SB 6 ST AT 10 AV,49.21861,"-122.92733"
19066,WB OXFORD ST AT MOUNTAIN HWY,49.30604,"-123.03137"
19067,WB W 49 AV AT LARCH ST,49.22732,"-123.16356"
19068,WB W 49 AV AT VINE ST,49.22728,"-123.16054"
19069,SB 6 ST AT 8 AV,49.21561,"-122.92356"
1907,SB FRASER ST AT E 13 AV,49.25849,"-123.0893"
19070,WB E 54 AV AT TYNE ST,49.22017,"-123.03295"
19071,EB E BROADWAY AT COMMERCIAL DR,49.26218,"-123.06899"
19072,WB SW MARINE DR AT BLENHEIM  ST,49.2302,"-123.17931"
19073,WB IMPERIAL ST AT PATTERSON AV,49.22202,"-123.01323"
19074,NB LILLOOET RD AT 900 BLOCK,49.31577,"-123.0239"
19075,WB 6 AV AT 6 ST,49.21292,"-122.9209"
19076,NB BOUNDARY RD AT WILLIAM ST,49.27425,"-123.02331"
19077,WB 8 AV AT 8 ST,49.21383,"-122.92809"
19078,EB PURCELL WAY AT LILLOOET RD,49.31747,"-123.02347"
19079,NB OLD LILLOOET RD AT PREMIER ST,49.31348,"-123.02701"
1908,NB NANAIMO ST AT CHARLES ST,49.27364,"-123.0565"
19080,SB 6 ST AT 12 AV,49.22022,"-122.92932"
19081,SB LILLOOET RD AT PURCELL WAY,49.31728,"-123.02408"
19082,WB 8 AV AT 16 ST,49.20686,"-122.94097"
19083,SB LILLOOET RD AT MT SEYMOUR PKY,49.31298,"-123.02517"
19084,WB 8 AV AT 10 ST,49.21228,"-122.93099"
19085,WB 8 AV AT 18 ST,49.20502,"-122.94442"
